row_id,property_owner,contractor,professional_permit_processor,overall_experience_obtaining_a_permit,use_permit,demo_permit,construction_permit_building_inspection,construction_permit_construction,construction_permit_encroachment_plan_fire,construction_permit_encroachment_plan_planning,construction_permit_permit_extensions,construction_permit_demolition,construction_permit_electrical,construction_permit_gas_hvac,approximately_how_many_permits_do_you_apply_for,was_your_permit_approved,approximately_how_long_did_it_take_from_the_time_you_applied_for_your_permit_to_receiving_an_approval_or_denial,did_someone_assist_you_with_the_permit_application_process,if_yes_in_which_manner_did_your_receive_assistance_check_all_that_apply,how_would_you_rate_your_overall_experience_obtaining_a_permit_from_the_city_of_baltimore,were_you_aware_that_dhcd_provides_online_tutorials_and_training_session_on_the_permitting_process,have_you_ever_utilized_an_of_the_online_tutorials_available_on_the_dhcd_website_to_assist_in_obtaining_your_permit,easy_or_hard_was_it_to_find_the_information_you_need_on_the_application_portal,how_easy_was_it_to_find_the_information_you_need_on_the_application_portal,challenge_poor_communication_response_time,challenge_conflicting_info,challenge_rude_difficult_staff,positive_negative_opinion_of_portal,improve_customer_service,improve_need_brand_new_process
472,TRUE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
473,FALSE,FALSE,TRUE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
474,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,All of the above.  Could only select one.,Difficult,yes,yes,both,,TRUE,TRUE,FALSE,positive,FALSE,TRUE
475,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Email,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
476,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,"Phone, Email, and message board. It won't let me select multiple at the same time.",Somewhat difficult,yes,no,easy,,TRUE,FALSE,FALSE,positive,FALSE,TRUE
477,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,yes,yes,NA,,FALSE,TRUE,FALSE,negative,FALSE,TRUE
478,FALSE,FALSE,TRUE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Phone,Very Difficult,yes,yes,easy,,FALSE,FALSE,TRUE,positive,TRUE,FALSE
479,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,yes,no,both,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
480,FALSE,TRUE,FALSE,very difficult,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,It is difficult to find someone who can assist in the process.,Very Difficult,no,no,easy,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
481,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
482,TRUE,FALSE,FALSE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
483,TRUE,FALSE,FALSE,easy,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5 per year,Yes,Less than 15 days,NA,NA,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
484,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 per year,Yes,45 - 60 days,NA,NA,Very Difficult,yes,no,NA,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
485,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,30 - 45 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
486,FALSE,FALSE,TRUE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
487,FALSE,FALSE,TRUE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,30 - 45 days,NA,Walk-In In-Person,Somewhat difficult,yes,yes,easy,,TRUE,FALSE,TRUE,positive,FALSE,FALSE
488,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Chap,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
489,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Walk-In In-Person,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
490,FALSE,TRUE,FALSE,difficult,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Difficult,no,no,hard,,FALSE,TRUE,FALSE,negative,FALSE,TRUE
491,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Very Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
492,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,45 - 60 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
493,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,Walk-In In-Person,Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
494,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
495,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
496,FALSE,TRUE,FALSE,somewhat difficult,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,NA,30 - 45 days,NA,Email,Somewhat difficult,no,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
497,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Difficult,no,no,hard,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
498,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
499,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Walk-In In-Person,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
500,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
501,TRUE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,45 - 60 days,NA,Email,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
502,TRUE,FALSE,FALSE,very easy,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Very Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
503,FALSE,FALSE,TRUE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,NA,Greater than 60 days,NA,NA,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,TRUE
504,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Email,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,positive,TRUE,TRUE
505,FALSE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1 per year,No,Less than 15 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
506,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1 per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
507,TRUE,TRUE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,15 - 30 days,NA,NA,Difficult,yes,no,both,,TRUE,FALSE,FALSE,NA,FALSE,FALSE
508,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Very Difficult,yes,no,hard,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
509,FALSE,TRUE,FALSE,difficult,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone & email,Difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,TRUE,TRUE
510,TRUE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,no,"Walk-In, Phone, Email, Message Board",Difficult,yes,no,hard,,FALSE,TRUE,FALSE,positive,TRUE,TRUE
511,TRUE,FALSE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
512,TRUE,TRUE,FALSE,easy,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,TRUE,FALSE,FALSE,NA,FALSE,FALSE
513,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
514,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Very Easy,no,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
515,FALSE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
516,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Easy,yes,no,easy,,FALSE,FALSE,TRUE,NA,FALSE,TRUE
517,FALSE,TRUE,FALSE,easy,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1 per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
518,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
519,FALSE,TRUE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
520,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
521,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Email,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
522,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
523,TRUE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
524,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
525,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
526,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,Email,Very Difficult,yes,yes,hard,,TRUE,TRUE,FALSE,negative,TRUE,FALSE
527,TRUE,TRUE,TRUE,easy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1 per year,Yes,15 - 30 days,no,Walk-In In-Person,Easy,no,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
528,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Walk-In In-Person,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
529,FALSE,TRUE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5 per year,Yes,Greater than 60 days,no,NA,Very Difficult,no,no,hard,,TRUE,TRUE,FALSE,positive,TRUE,FALSE
530,FALSE,FALSE,TRUE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
531,FALSE,TRUE,FALSE,very easy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Very Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
532,FALSE,FALSE,TRUE,easy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Scheduled In-Person Meeting,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
533,FALSE,TRUE,FALSE,very difficult,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
534,FALSE,FALSE,TRUE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
535,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,NA,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
536,FALSE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
537,FALSE,FALSE,TRUE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,30 - 45 days,NA,NA,Difficult,yes,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
538,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
539,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,TRUE,FALSE,FALSE,positive,FALSE,TRUE
540,FALSE,TRUE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
541,FALSE,FALSE,TRUE,easy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Message Board,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,TRUE,TRUE
542,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
543,TRUE,FALSE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1 per year,Yes,45 - 60 days,NA,Phone,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
544,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
545,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Email,Somewhat difficult,yes,yes,both,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
546,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
547,FALSE,TRUE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,Email,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
548,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,N/a,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
549,FALSE,TRUE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Email,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
550,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,"Here is a perfect example. The question says check all that apply but will only let me check one!! I have doe walk-in In-person,",Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
551,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,no,no,hard,,TRUE,FALSE,TRUE,positive,TRUE,TRUE
552,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Email,Easy,no,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
553,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,NA,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
554,TRUE,FALSE,FALSE,difficult,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,no,NA,Very Difficult,no,no,NA,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
555,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Phone,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
556,TRUE,TRUE,FALSE,somewhat difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2 - 5 per year,Yes,15 - 30 days,NA,Phone,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,TRUE,TRUE
557,FALSE,FALSE,TRUE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Easy,yes,yes,hard,,TRUE,TRUE,FALSE,negative,FALSE,TRUE
558,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
559,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Email,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
560,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
561,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Less than 15 days,NA,Walk-In In-Person,Very Difficult,no,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
562,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,no,Scheduled In-Person Meeting,Very Difficult,no,no,hard,,TRUE,TRUE,FALSE,negative,FALSE,TRUE
563,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,30 - 45 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
564,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,email & message board,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
565,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
